company_name,company_code,line_name,line_code,line_type,first_station,last_station,first_station_pref,last_station_pref,station_line_url,timetable_url
湘南モノレール,139,湘南モノレール,99326,straight,大船,湘南江の島,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23096/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23096/?gid=4921&kind=1&done=time
新京成電鉄,142,新京成線,99329,straight,京成津田沼,松戸,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22282/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22282/?gid=4780&kind=1&done=time
千葉都市モノレール,144,千葉都市モノレール１号線,99331,straight,千葉みなと,県庁前,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22366/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22366/?gid=4831&kind=1&done=time
千葉都市モノレール,144,千葉都市モノレール２号線,99332,straight,千葉,千城台,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22361/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22361/?gid=4841&kind=1&done=time
流鉄,145,流鉄流山線,99333,straight,馬橋,流山,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22447/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22447/?gid=4771&kind=1&done=time
多摩都市モノレール,146,多摩モノレール,99334,straight,多摩センター,上北台,東京都,東京都,https://transit.yahoo.co.jp/station/rail/29294/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/29294/?gid=6730&kind=1&done=time
銚子電気鉄道,147,銚子電鉄線,99335,straight,銚子,外川,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22354/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22354/?gid=4871&kind=1&done=time
東京モノレール,148,東京モノレール,99336,straight,浜松町,羽田空港第2ターミナル,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22914/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22914/?gid=4881&kind=1&done=time
東京臨海高速鉄道,149,りんかい線,99337,straight,新木場,大崎,東京都,東京都,https://transit.yahoo.co.jp/station/rail/22733/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22733/?gid=6681&kind=1&done=time
東葉高速鉄道,150,東葉高速線,99338,straight,西船橋,東葉勝田台,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22401/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22401/?gid=6691&kind=1&done=time
箱根登山鉄道,151,箱根登山鉄道鉄道線,99339,straight,小田原,強羅,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23098/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23098/?gid=4961&kind=1&done=time
北総鉄道,152,北総鉄道北総線,99340,straight,京成高砂,印旛日本医大,東京都,千葉県,https://transit.yahoo.co.jp/station/rail/22665/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22665/?gid=4801&kind=1&done=time
箱根登山鉄道,151,箱根登山ケーブルカー,99344,straight,強羅,早雲山,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23168/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23168/?gid=4981&kind=1&done=time
JR東日本,2,JR鶴見線,11304,etc,鶴見,海芝浦,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23244/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23244/?gid=1181&kind=1&done=time
JR東日本,2,JR鶴見線,11304,etc,鶴見,大川,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23244/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23244/?gid=1181&kind=1&done=time
JR東日本,2,JR鶴見線,11304,etc,鶴見,扇町,神奈川県,神奈川県,https://transit.yahoo.co.jp/station/rail/23244/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/23244/?gid=1181&kind=1&done=time
JR東日本,2,JR成田線,11327,etc,佐倉,成田空港,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22306/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22306/?gid=831&kind=1&done=time
JR東日本,2,JR成田線,11327,etc,我孫子,銚子,千葉県,千葉県,https://transit.yahoo.co.jp/station/rail/22183/?kind=1&done=time,https://transit.yahoo.co.jp//station/time/22183/?gid=841&kind=1&done=time
JR東日本,2,JR成田エクスプレス,11328,etc,大船,成田空港,神奈川県,千葉県,https://transit.yahoo.co.jp/station/rail/23096/?kind=1&done=time,
JR東日本,2,JR成田エクスプレス,11328,etc,大宮,成田空港,埼玉県,千葉県,https://transit.yahoo.co.jp/station/rail/21987/?q=%E5%A4%A7%E5%AE%AE%E9%A7%85&kind=1&done=time,
JR東日本,2,JR成田エクスプレス,11328,etc,高尾,成田空港,東京都,千葉県,https://transit.yahoo.co.jp/station/rail/22787/?q=%E9%AB%98%E5%B0%BE%E9%A7%85&kind=1&done=time,
